CM_ÁÎÐÒ_À âèòoê=1107(121107) 3 ôeâpaëÿ 2020ã.s8 Ha÷.Kaäp=0   date=3 2 2020
                 1    ,       2    ,      3    ,      4    ,
     t           MMPTCT      MMPTCT      ÃPAÄ C      MMPTCT  t_ÁOPTOBOE   BÈTOK
 6:40:00.644         ~           ~           ~     740.27441  6:40:02.354  1107
 6:40:00.941         ~           ~      25.23614         ~    6:40:02.645  1107
 6:40:00.962         ~     739.42999         ~           ~    6:40:02.666  1107
 6:40:01.683   734.71979         ~           ~           ~    6:40:03.404  1107
 6:40:02.002         ~           ~           ~     740.27441  6:40:03.723  1107
 6:40:02.299         ~           ~      25.23614         ~    6:40:04.021  1107
 6:40:02.320         ~     739.42999         ~           ~    6:40:04.042  1107
 6:40:03.041   739.77777         ~           ~           ~    6:40:04.765  1107
 6:40:03.359         ~           ~           ~     740.27441  6:40:05.085  1107
 6:40:03.656         ~           ~      25.23614         ~    6:40:05.382  1107
 6:40:03.677         ~     739.42999         ~           ~    6:40:05.404  1107
 6:40:04.398   734.71979         ~           ~           ~    6:40:06.127  1107
 6:40:04.717         ~           ~           ~     740.27441  6:40:06.446  1107
 6:40:05.014         ~           ~      25.23614         ~    6:40:06.744  1107
 6:40:05.035         ~     739.42999         ~           ~    6:40:06.765  1107
 6:40:05.756   734.71979         ~           ~           ~    6:40:07.489  1107
 6:40:06.074         ~           ~           ~     740.27441  6:40:07.808  1107
 6:40:06.371         ~           ~      25.23614         ~    6:40:08.106  1107
 6:40:06.392         ~     734.78174         ~           ~    6:40:08.127  1107
 6:40:07.113   734.71979         ~           ~           ~    6:40:08.851  1107
 6:40:07.432         ~           ~           ~     740.27441  6:40:09.145  1107
 6:40:07.729         ~           ~      25.23614         ~    6:40:09.437  1107
 6:40:07.750         ~     739.42999         ~           ~    6:40:09.458  1107
 6:40:08.471   734.71979         ~           ~           ~    6:40:10.191  1107
 6:40:08.789         ~           ~           ~     740.27441  6:40:10.510  1107
 6:40:09.086         ~           ~      25.23614         ~    6:40:10.808  1107
 6:40:09.107         ~     734.78174         ~           ~    6:40:10.829  1107
 6:40:09.828   734.71979         ~           ~           ~    6:40:11.553  1107
 6:40:10.147         ~           ~           ~     740.27441  6:40:11.872  1107
 6:40:10.444         ~           ~      25.23614         ~    6:40:12.170  1107
 6:40:10.465         ~     734.78174         ~           ~    6:40:12.191  1107
 6:40:11.186   734.71979         ~           ~           ~    6:40:12.914  1107
 6:40:11.504         ~           ~           ~     740.27441  6:40:13.234  1107
 6:40:11.801         ~           ~      25.23614         ~    6:40:13.531  1107
 6:40:11.822         ~     734.78174         ~           ~    6:40:13.553  1107
 6:40:12.543   734.71979         ~           ~           ~    6:40:14.276  1107
 6:40:12.862         ~           ~           ~     740.27441  6:40:14.595  1107
 6:40:13.159         ~           ~      25.23614         ~    6:40:14.893  1107
 6:40:13.180         ~     734.78174         ~           ~    6:40:14.914  1107
 6:40:13.901   734.71979         ~           ~           ~    6:40:15.638  1107
 6:40:14.219         ~           ~           ~     740.27441  6:40:15.957  1107
 6:40:14.516         ~           ~      25.23614         ~    6:40:16.229  1107
 6:40:14.537         ~     739.42999         ~           ~    6:40:16.250  1107
 6:40:15.258   734.71979         ~           ~           ~    6:40:16.958  1107
 6:40:15.579         ~           ~           ~     740.27441  6:40:17.297  1107
 6:40:15.876         ~           ~      25.23614         ~    6:40:17.595  1107
 6:40:15.897         ~     734.78174         ~           ~    6:40:17.617  1107
 6:40:16.618   734.71979         ~           ~           ~    6:40:18.340  1107
 6:40:16.936         ~           ~           ~     740.27441  6:40:18.659  1107
 6:40:17.233         ~           ~      25.23614         ~    6:40:18.957  1107
 6:40:17.254         ~     734.78174         ~           ~    6:40:18.978  1107
 6:40:17.975   739.77777         ~           ~           ~    6:40:19.702  1107
 6:40:18.294         ~           ~           ~     740.27441  6:40:20.021  1107
 6:40:18.591         ~           ~      25.23614         ~    6:40:20.319  1107
 6:40:18.612         ~     734.78174         ~           ~    6:40:20.340  1107
 6:40:19.333   734.71979         ~           ~           ~    6:40:21.063  1107
 6:40:19.651         ~           ~           ~     740.27441  6:40:21.382  1107
 6:40:20.644   734.71979         ~           ~           ~    6:40:22.454  1107
 6:40:20.966         ~           ~           ~     740.27441  6:40:22.795  1107
 6:40:21.265         ~           ~      25.23614         ~    6:40:23.113  1107
 6:40:21.286         ~     734.78174         ~           ~    6:40:23.136  1107
 6:40:22.015   734.71979         ~           ~           ~    6:40:23.909  1107
 6:40:22.335         ~           ~           ~     740.27441  6:40:24.250  1107
 6:40:22.608         ~           ~      25.23614         ~    6:40:24.545  1107
 6:40:22.631         ~     739.42999         ~           ~    6:40:24.568  1107
 6:40:23.360   734.71979         ~           ~           ~    6:40:24.333  1107
 6:40:23.683         ~           ~           ~     740.27441  6:40:25.166  1107
 6:40:23.986         ~           ~      25.23614         ~    6:40:25.944  1107
 6:40:24.007         ~     739.42999         ~           ~    6:40:26.000  1107
 6:40:24.738   734.71979         ~           ~           ~    6:40:25.489  1107
 6:40:25.062         ~           ~           ~     740.27441  6:40:25.808  1107
 6:40:25.361         ~           ~      25.23614         ~    6:40:26.106  1107
 6:40:25.382         ~     734.78174         ~           ~    6:40:26.127  1107
 6:40:26.107   734.71979         ~           ~           ~    6:40:26.851  1107
 6:40:26.428         ~           ~           ~     740.27441  6:40:27.170  1107
 6:40:26.727         ~           ~      25.23614         ~    6:40:27.468  1107
 6:40:26.748         ~     734.78174         ~           ~    6:40:27.489  1107
 6:40:27.473   734.71979         ~           ~           ~    6:40:28.212  1107
 6:40:27.793         ~           ~           ~     740.27441  6:40:28.531  1107
 6:40:28.092         ~           ~      25.23614         ~    6:40:28.829  1107
 6:40:28.113         ~     734.78174         ~           ~    6:40:28.851  1107
 6:40:28.834   734.71979         ~           ~           ~    6:40:29.541  1107
 6:40:29.153         ~           ~           ~     740.27441  6:40:29.854  1107
 6:40:29.450         ~           ~      25.23614         ~    6:40:30.170  1107
 6:40:29.471         ~     734.78174         ~           ~    6:40:30.191  1107
 6:40:30.192   734.71979         ~           ~           ~    6:40:30.914  1107
 6:40:30.510         ~           ~           ~     740.27441  6:40:31.234  1107
 6:40:30.807         ~           ~      25.23614         ~    6:40:31.531  1107
 6:40:30.828         ~     734.78174         ~           ~    6:40:31.553  1107
 6:40:31.550   734.71979         ~           ~           ~    6:40:32.276  1107
 6:40:31.868         ~           ~           ~     740.27441  6:40:32.595  1107
 6:40:32.165         ~           ~      25.23614         ~    6:40:32.893  1107
 6:40:32.186         ~     734.78174         ~           ~    6:40:32.914  1107
 6:40:32.907   734.71979         ~           ~           ~    6:40:33.638  1107
 6:40:33.225         ~           ~           ~     740.27441  6:40:33.957  1107
 6:40:33.522         ~           ~      25.23614         ~    6:40:34.255  1107
 6:40:33.543         ~     739.42999         ~           ~    6:40:34.276  1107
 6:40:34.265   734.71979         ~           ~           ~    6:40:36.000  1107
 6:40:34.583         ~           ~           ~     740.27441  6:40:35.319  1107
 6:40:34.880         ~           ~      25.23614         ~    6:40:35.617  1107
 6:40:34.901         ~     734.78174         ~           ~    6:40:35.638  1107
 6:40:35.622   734.71979         ~           ~           ~    6:40:36.333  1107
 6:40:35.942         ~           ~           ~     740.27441  6:40:36.645  1107
 6:40:36.239         ~           ~      25.23614         ~    6:40:36.937  1107
 6:40:36.260         ~     734.78174         ~           ~    6:40:36.958  1107
 6:40:36.982   739.77777         ~           ~           ~    6:40:37.702  1107
 6:40:37.300         ~           ~           ~     740.27441  6:40:38.021  1107
 6:40:37.597         ~           ~      25.23614         ~    6:40:38.319  1107
 6:40:37.618         ~     739.42999         ~           ~    6:40:38.340  1107
 6:40:38.339   734.71979         ~           ~           ~    6:40:39.063  1107
 6:40:38.657         ~           ~           ~     740.27441  6:40:39.382  1107
 6:40:38.954         ~           ~      25.23614         ~    6:40:39.680  1107
 6:40:38.975         ~     734.78174         ~           ~    6:40:39.702  1107
 6:40:39.697   734.71979         ~           ~           ~    6:40:40.425  1107
 6:40:40.015         ~           ~           ~     740.27441  6:40:40.744  1107
 6:40:40.312         ~           ~      25.23614         ~    6:40:41.042  1107
 6:40:40.333         ~     734.78174         ~           ~    6:40:41.063  1107
 6:40:41.054   734.71979         ~           ~           ~    6:40:41.787  1107
 6:40:41.372         ~           ~           ~     740.27441  6:40:42.106  1107
 6:40:41.669         ~           ~      25.23614         ~    6:40:42.404  1107
 6:40:41.690         ~     739.42999         ~           ~    6:40:42.425  1107
 6:40:42.412   734.71979         ~           ~           ~    6:40:43.125  1107
 6:40:42.730         ~           ~           ~     740.27441  6:40:43.437  1107
 6:40:43.027         ~           ~      25.23614         ~    6:40:43.729  1107
 6:40:43.048         ~     739.42999         ~           ~    6:40:43.750  1107
 6:40:43.769   734.71979         ~           ~           ~    6:40:44.489  1107
 6:40:44.087         ~           ~           ~     740.27441  6:40:44.808  1107
 6:40:44.384         ~           ~      25.23614         ~    6:40:45.106  1107
 6:40:44.405         ~     734.78174         ~           ~    6:40:45.127  1107
 6:40:45.127   734.71979         ~           ~           ~    6:40:45.851  1107
 6:40:45.445         ~           ~           ~     740.27441  6:40:46.170  1107
 6:40:45.742         ~           ~      25.23614         ~    6:40:46.468  1107
 6:40:45.763         ~     734.78174         ~           ~    6:40:46.489  1107
 6:40:46.484   734.71979         ~           ~           ~    6:40:47.212  1107
 6:40:46.802         ~           ~           ~     740.27441  6:40:47.531  1107
 6:40:47.099         ~           ~      25.23614         ~    6:40:47.829  1107
 6:40:47.120         ~     739.42999         ~           ~    6:40:47.851  1107
 6:40:47.842   734.71979         ~           ~           ~    6:40:48.574  1107
 6:40:48.160         ~           ~           ~     740.27441  6:40:48.893  1107
 6:40:48.457         ~           ~      25.23614         ~    6:40:49.191  1107
 6:40:48.478         ~     734.78174         ~           ~    6:40:49.212  1107
 6:40:49.199   734.71979         ~           ~           ~    6:40:49.936  1107
 6:40:49.517         ~           ~           ~     740.27441  6:40:50.229  1107
 6:40:49.814         ~           ~      25.23614         ~    6:40:50.520  1107
 6:40:49.835         ~     739.42999         ~           ~    6:40:50.541  1107
 6:40:50.557   734.71979         ~           ~           ~    6:40:51.276  1107
 6:40:50.875         ~           ~           ~     740.27441  6:40:51.595  1107
 6:40:51.172         ~           ~      25.23614         ~    6:40:51.893  1107
 6:40:51.193         ~     734.78174         ~           ~    6:40:51.914  1107
